"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/105044018534?origin=resultslist","AI-based energy management; battery management systems; electric vehicle charging; Renewable energy integration; smart charging infrastructure; vehicle-to-grid technology","Artificial life; Charging stations; Charging time; Electric vehicles; Energy efficiency; Energy management systems; Fleet operations; Grid computing; Integration; Life cycle; Secondary batteries; Solar energy; Solar power generation; Vehicle to infrastructure; Vehicle-to-grid; Artificial intelligence-based energy management; Battery Management; Charging infrastructures; Electric vehicle charging; Energy; Grid technologies; Management systems; Renewable energy integrations; Smart charging; Smart charging infrastructure; Vehicle to grids; Vehicle-to-grid technology; Battery management systems"
"https://www.scopus.com/pages/publications/105037433034?origin=resultslist","adaptive learning; bilevel framework; capacity pricing; capacity rental; multi-armed bandit; shared energy storage","Artificial intelligence; Costs; Economics; Learning systems; Risk management; Adaptive learning; Bilevel; Bilevel framework; Business models; Capacity pricing; Capacity rental; Energy; Multiarmed bandits (MABs); Risk aware; Shared energy storage; Energy storage"
"https://www.scopus.com/pages/publications/105013173344?origin=resultslist","Genetic Algorithm (GA); Gravitational Search Algorithm (GSA); Network Restructuring (NR); Particle Swarm Optimization (PSO)","Genetic algorithms; Learning algorithms; Voltage control; Capacitor bank; Genetic algorithm; Gravitational search algorithm; Network restructuring; Objective functions; Particle swarm; Particle swarm optimization; Search Algorithms; Swarm optimization; Particle swarm optimization (PSO)"
"https://www.scopus.com/pages/publications/105048826294?origin=resultslist","Artificial intelligence; multilayer perceptrons; power system analysis; variable renewable energy generation",""
"https://www.scopus.com/pages/publications/105021269906?origin=resultslist","Gaussian process; Power system dynamics learning; Power system optimization and control; Renewable energy and load forecasting; Risk assessment; Static power flow learning; Uncertainty quantification","Advanced Analytics; Data streams; Decision making; Electric power system control; Gaussian distribution; Gaussian noise (electronic); Phasor measurement units; Power control; Renewable energy; Uncertainty analysis; Dynamic learning; Energy forecasting; Gaussian Processes; Load forecasting; Optimization and control; Power flows; Power system dynamic learning; Power system dynamics; Power systems control; Power systems optimizations; Renewable energies; Renewable energy and load forecasting; Risks assessments; Static power; Static power flow learning; Uncertainty quantifications; alternative energy; energy resource; future prospect; Gaussian method; machine learning; optimization; power plant; risk assessment; uncertainty analysis; Risk assessment"
"https://www.scopus.com/pages/publications/105040996277?origin=resultslist","Cyber-physical systems; electric vehicles; EV-scheduling; FDIAs; image processing; optimization","Anomaly detection; Cyber Physical System; Distributed computer systems; Electric vehicles; Embedded systems; Forecasting; Voltage regulators; Cybe-physical systems; Cyber physicals; Cyber-physical systems; EV Charging; EV-scheduling; False data injection attacks; Images processing; Optimisations; Scheduling systems; Training time; Optimization"
"https://www.scopus.com/pages/publications/105038858844?origin=resultslist","Constraint handling; economic dispatch; hunger games search; metaheuristic optimization; power systems; prohibited operating zones; spinning reserve; transmission losses; valve point effect","Benchmarking; Computational complexity; Constraint handling; Electric load dispatching; Electric power system economics; Electric power transmission; Function evaluation; Optimization; Wave transmission; Constraint handling; Economic Dispatch; Hunger game search; Metaheuristic optimization; Power; Power system; Prohibited operating zone; Spinning reserves; Transmission-loss; Valve point effects; Sensitivity analysis"
"https://www.scopus.com/pages/publications/105014751203?origin=resultslist","Bayesian optimization; Infrastructure-centric full track model; Optimal sampling; Probabilistic typhoon scenarios; Resilience assessment and enhancement","Bayesian networks; Electric power system interconnection; Electric power transmission; Electric power transmission networks; Genetic algorithms; Hazards; Hurricanes; Losses; Neural networks; Storms; Bayesian optimization; Infrastructure-centric full track model; Optimal sampling; Power; Power grids; Probabilistic typhoon scenario; Probabilistics; Resilience assessment and enhancement; Track modeling; Uncertainty; Risk assessment"
"https://www.scopus.com/pages/publications/105025754520?origin=resultslist","Benders reformulation; Interval; Real-time dispatch; Stochastic programming; Unit commitment","Computational cost; Electric generators; Electric load dispatching; Operating costs; Probability distributions; Real time systems; Stochastic control systems; Stochastic systems; Bender reformulation; Demand uncertainty; Interval; Real-time dispatch; Scenario-based; Stochastic programming model; Stochastic unit commitments; Stochastics; Unit Commitment; Unit-commitment problems; Stochastic models; Stochastic programming"
"https://www.scopus.com/pages/publications/105036745907?origin=resultslist","constrained model predictive control; piezoelectric actuators; precision actuators; robust parameter tuning; sparrow search algorithm; ultra-precision positioning","Constrained optimization; Disturbance rejection; Gaussian noise (electronic); Intelligent robots; Model predictive control; Piezoelectricity; Precision engineering; Predictive control systems; Real time control; Robust control; Transient analysis; Tuning; Constrained model predictive control; Model-predictive control; Parameters tuning; Piezoelectric; Precision actuator; Robust parameter tuning; Robust parameters; Search Algorithms; Sparrow search algorithm; Ultraprecision positioning; Piezoelectric actuators"
"https://www.scopus.com/pages/publications/105042469329?origin=resultslist","ANFIS etc; DQ Theory; Harmonics; PQ; PQ Theory; SHAPF","Adaptive control systems; Harmonic analysis; MATLAB; Power quality; Quality control; Signal processing; Two term control systems; ANFIS etc; Current harmonics; DQ theory; Harmonic; Least mean squares; Power; Power quality theory; Quality theory; SHAPF; Controllers"
"https://www.scopus.com/pages/publications/105026811457?origin=resultslist","ANN Controllerl; Pelican Optimized RNN; Power Quality (PQ); Single Switch Boost-Cuk; UPFC",""
"https://www.scopus.com/pages/publications/105045742250?origin=resultslist","active power loss minimization; Algerian power grid; FACTS devices; metaheuristic optimization; Monte Carlo simulation; particle swarm optimization (PSO); Photovoltaic integration; renewable energy; static var compensator (SVC); voltage stability; Weibull distribution","Convergence of numerical methods; Electric load loss; Electric losses; Electric power system stability; Electric power transmission networks; Genetic algorithms; Renewable energy; Value engineering; Voltage control; Weibull distribution; Active power loss minimizations; Algerian power grid; FACTS device; Metaheuristic optimization; Monte Carlo's simulation; Particle swarm; Particle swarm optimization; Photovoltaic integration; Photovoltaics; Power grids; Renewable energies; Static var compensator; Swarm optimization; VAR compensators; Weibull; Particle swarm optimization (PSO); Static Var compensators"
"https://www.scopus.com/pages/publications/105044594728?origin=resultslist","Artificial Intelligence; Microgrid planning; New Power Systems; Optimal capacity configuration; Research prospects","Deep learning; Energy utilization; Heuristic algorithms; Learning algorithms; Microgrids; Renewable energy; 'current; Future perspectives; Micro-grid planning; New power system; Optimal capacity; Optimal capacity configuration; Power; Research prospect; Stochasticity; Technical challenges; Economic and social effects"
"https://www.scopus.com/pages/publications/105046101973?origin=resultslist","AI applications in power industry; Large language models; power system intelligent computing; power system operations; smart control center","Architecture; Artificial intelligence; Behavioral research; Computer architecture; Computing power; Electric load dispatching; Electric power system control; Electric power transmission networks; Man machine systems; Power control; Power system simulation; Stochastic systems; AI application in power industry; AI applications; Language model; Large language model; Power; Power industry; Power system intelligent computing; Power system operations; Smart control centers; Stochasticity; Decision making"
"https://www.scopus.com/pages/publications/105038440342?origin=resultslist","AC power flow; cyber security; false data injection attack; metering configuration; optimal defense resource allocation; state estimation","Budget control; Computer crime; Electric load flow; Electric power system measurement; Flowmeters; Network security; Resource allocation; AC power flow; AC power systems; Cyber security; DC power flow models; Defense resource allocations; False data injection attacks; Metering configuration; Optimal defense resource allocation; Power; Resource allocation strategies; State estimation"
"https://www.scopus.com/pages/publications/105044591217?origin=resultslist","Coordinated optimization operation; Integrated energy system; Multi-energy coupling; Renewable energy; Traction Power Supply System","Electric traction; Microgrids; Railroads; Solar power generation; Wind power; Coordinated optimization; Coordinated optimization operation; Energy couplings; Integrated energy systems; Multi energy; Multi-energy coupling; Optimization operation; Remote areas; Renewable energies; Traction power supply system; Quality management"
"https://www.scopus.com/pages/publications/105031762236?origin=resultslist","artificial neural networks (ANN); bidirectional power flow; climate change adaptation; climate change mitigation; demand response; distributed energy resources (DERs); distributed generation (DG); energy efficiency; energy pricing strategies; energy storage systems; grid resilience; intelligent decision-making; internet of things (IoT); load management; microgrid; power loss minimization; real-time monitoring; renewable energy integration; Smart grid; voltage profile optimization","Climate change; Cost reduction; Data storage equipment; Decentralized control; Demand response; Distributed computer systems; Distributed energy; Distributed power generation; Electric energy storage; Electric power transmission networks; Electric utilities; Real time systems; Renewable energy; Smart power grids; Artificial neural network; Bidirectional power flow; Climate change adaptation; Climate change mitigation; Demand response; Distributed energy resource; Distributed Energy Resources; Distributed generation; Energy; Energy pricing; Energy pricing strategy; Energy storage system; Grid resilience; Intelligent decision-making; Internet of thing; Load management; Microgrid; Neural-networks; Power loss minimizations; Pricing strategy; Profile optimization; Real time monitoring; Renewable energy integrations; Smart grid; Storage systems; Voltage profile; Voltage profile optimization; Energy efficiency"
"https://www.scopus.com/pages/publications/105030839108?origin=resultslist","Computational Complexity; Integrated Quantum Computer Systems; Optimization; Scientific Computing",""
"https://www.scopus.com/pages/publications/105028198098?origin=resultslist","conditional Value-at-Risk (CVaR); decarbonization; distributed generation (DG); distributionally robust optimization (DRO); energy management system (EMS); microgrid resilience; model predictive control (MPC); renewable energy uncertainty; Resilient constraint energy management system (RCEMS); sustainable energy systems","Distributed power generation; Energy conservation; Energy management; Energy management systems; Feedback; Microgrids; Pareto principle; Predictive control systems; Renewable energy; Value engineering; Voltage control; Conditional Value-at-Risk; Constraint energy; Decarbonisation; Distributed generation; Distributionally robust optimization; Energy; Energy management system; Management systems; Microgrid; Microgrid resilience; Model predictive control; Model-predictive control; Renewable energies; Renewable energy uncertainty; Resilient constraint energy management system; Robust optimization; Sustainable energy systems; Uncertainty; Model predictive control"
"https://www.scopus.com/pages/publications/105036728330?origin=resultslist","adaptive differential evolution; home energy management system; HVAC control; machine learning; model predictive control; surrogate assisted evolutionary algorithm","Data storage equipment; Energy conservation; Energy management systems; Energy policy; Energy storage; Energy utilization; Evolutionary algorithms; Housing; HVAC; Learning algorithms; Learning systems; Machine learning; Optimization; Predictive control systems; Stochastic models; Stochastic systems; Adaptive differential evolution; Air conditioning controls; Differential Evolution; Energy cost; Heating ventilation and air conditioning; Heating, ventilation, and air conditioning control; Home energy management systems; Machine-learning; Model-predictive control; Surrogate assisted evolutionary algorithm; Model predictive control"
"https://www.scopus.com/pages/publications/105022729733?origin=resultslist","Dijkstra algorithm; Electric vehicle route transportation; machine learning for EV routing; optimal charging station placement; time-constrained route scheduling","Automobile drivers; Automobiles; Charging time; Learning algorithms; Machine learning; Motor transportation; Optimization; Traffic control; Travel time; Vehicle routing; Charging station; Dijkstra's algorithms; Electric vehicle route transportation; Machine learning for EV routing; Machine-learning; Optimal charging; Optimal charging station placement; Routings; Time-constrained route scheduling; Urban mobility; algorithm; electric vehicle; energy management; machine learning; mobility; optimization; urban transport; Electric vehicles"
"https://www.scopus.com/pages/publications/105045489903?origin=resultslist","Energy Storage Planning; Extreme Learning Machine; Medium-Voltage Distribution Network; New Energy Consumption","Digital storage; Distributed computer systems; Energy storage; Knowledge acquisition; Learning algorithms; Learning systems; Life cycle; Machine learning; Optimization; Power distribution planning; Solar energy; Energy; Energy storage planning; Energy-consumption; Extreme learning machine; Learning machines; Medium-voltage distribution networks; New energies; New energy consumption; Optimisations; Storage planning; Site selection"
"https://www.scopus.com/pages/publications/105044905820?origin=resultslist","Dynamic Knowledge Graph; Hosting Capacity; Large Language Model; Low Carbon Technologies; LV Network","Autonomous agents; Data flow analysis; Electric load flow; Electric power distribution; Electric utilities; Intelligent agents; Network architecture; Capacity analysis; Dynamic knowledge graph; Graph framework; Hosting capacity; Knowledge graphs; Language model; Large language model; Low voltages; Low-carbon technologies; Low-voltage networks; Automation"
"https://www.scopus.com/pages/publications/105015037715?origin=resultslist","Adversarial Disruption; DDDAS; Dynamic Data Driven Applications Systems; Evasion Disruption; InfoSymbiotic Systems; Poisioning Disruption; Power Grid","Power grids; Stochastic systems; Adversarial disruption; DDDAS; Dynamic Data Driven Application Systems; Evasion disruption; Extreme weather events; Infosymbiotic system; Poisioning disruption; Power grids; Renewables; Stochastic variable; Electric power transmission networks"
"https://www.scopus.com/pages/publications/105018048687?origin=resultslist","energy management; forecast uncertainties; model predictive control; multi-agent systems; Safe reinforcement learning","Controllers; Electric power system control; Forecasting; Information management; Intelligent agents; Learning systems; Multi agent systems; Predictive control systems; Reinforcement learning; Case-studies; Energy; Forecast uncertainty; Learning controllers; Machine-learning; Model-predictive control; Multiagent systems (MASs); Power system management; Reinforcement learnings; Safe reinforcement learning; Energy management; Model predictive control"
"https://www.scopus.com/pages/publications/105043688357?origin=resultslist","aggregated flexibility; analytical representation; feasible operating region; monetization; TSO-DSO coordination","Costs; Data privacy; Electric power transmission; Interoperability; Iterative methods; Polynomials; Resource valuation; Transmissions; Aggregated flexibility; Analytical representation; Distribution systems; Feasible operating region; Monetization; Operating regions; Optimal power flows; System flexibility; Transmission system operator-DSO coordination; Transmission system operators; Cost functions"
"https://www.scopus.com/pages/publications/105035623565?origin=resultslist","Distributed Energy Resources; Distributed Optimization; Energy; Multi-Energy System; Self-Organization",""
"https://www.scopus.com/pages/publications/105045621569?origin=resultslist","energy storage; flow field; hydraulic resistance; pressure drop distribution; redox flow battery","Bifurcation (mathematics); Drops; Electrodes; Fighter aircraft; Flow batteries; Conventional flow field; Drop distribution; Energy; High power; Hydraulic resistances; Jetflows; Porous electrodes; Power flows; Pressure drop distribution; Trade off; Economic and social effects; Energy storage; Flow fields; Pressure drop"
"https://www.scopus.com/pages/publications/105041531437?origin=resultslist","convergence rate; Gromov--Wasserstein distance; moment-sum of squares hierarchy","Convergence rates; Gromov--wasserstein distance; Metric evaluation; Moment-sum of square hierarchy; Nonconvex quadratic programs; Optimal transport; Sums of squares; Transport problems; Transportation plans; Wasserstein distance; Quadratic programming"
"https://www.scopus.com/pages/publications/105044238414?origin=resultslist","Fault Detection; Islanding Prediction; Load Forecasting; Machine Learning; Power System Stability; Smart Grids; Support Vector Machines; Voltage Regulation","Buses; Distributed power generation; Electric load forecasting; Electric power system control; Electric power system stability; Electric power transmission; Electric power transmission networks; Energy resources; Learning systems; Open systems; Optimization; Smart power grids; System theory; Distributed Energy Resources; Faults detection; Islanding; Islanding prediction; Load forecasting; Machine-learning; Power systems stability; Proactive supports; Smart grid; Support vectors machine; Support vector machines"
"https://www.scopus.com/pages/publications/105033903705?origin=resultslist","bidirectional LSTM; Green hydrogen hub (GHH); hydrogen delivery; one-dimensional CNN; safe deep reinforcement learning","Behavioral research; Deep learning; Deep reinforcement learning; Energy policy; Hydrogen production; Learning algorithms; One dimensional; Optimization; Traffic control; Bidirectional LSTM; Electrolyzers; Green hydrogen hub; Hydrogen delivery; One-dimensional; One-dimensional CNN; Proton exchange membranes; Reinforcement learnings; Safe deep reinforcement learning; Traffic flow; Decision theory"
"https://www.scopus.com/pages/publications/105020855300?origin=resultslist","Adaptive control; Dynamic Systems; Nonlinear PID Controller; Optimization-based tuning; Robust Control","Adaptive control systems; Biomimetics; Controllers; Dynamics; Electric control equipment; Electric drives; Electric machine control; Energy efficiency; Nonlinear control systems; Power control; Process control; Proportional control systems; Robustness (control systems); System stability; Transient analysis; Tuning; Two term control systems; Uncertain systems; Adaptive Control; Control engineering; In-control; Linear proportional integrals; Nonlinear PID controllers; Nonlinear proportional integral; Nonlinear proportional-integral-derivative controller; Optimisations; Optimization-based tuning; Proportional-integral-derivatives controllers; Robust control; Three term control systems"
"https://www.scopus.com/pages/publications/105049033405?origin=resultslist","battery energy storage systems; distributedenergy resources; forbidden zones; low-voltage distribution network planning; photovoltaic systems; proximal policy optimization","Electric power distribution; Energy resources; Energy storage; Heuristic algorithms; Integer programming; Investments; Machine learning; Mixed-integer linear programming; Battery energy storage systems; Distributedenergy resource; Distribution networks planning; Forbidden zone; Low voltage distribution network; Low-voltage distribution network planning; Mixed-Integer Programming; Photovoltaic systems; Policy optimization; Proximal policy optimization; Computational efficiency"
"https://www.scopus.com/pages/publications/105045686050?origin=resultslist","Demand Response (DR); Energy management; Grid innovations; Smart grids; Sustainable energy transition","Customer satisfaction; Demand response; Economic and social effects; Energy efficiency; Energy policy; Learning systems; Natural resources; Renewable energy; Smart power grids; Demand response; Demand response programs; Energy; Energy transitions; Future perspectives; Grid innovations; Smart grid; Sustainable energy; Sustainable energy transition; Dynamic loads"
"https://www.scopus.com/pages/publications/105049099778?origin=resultslist","distributed energy resources; faulted branch variable; Intentional islanding partition; MISOCP planning; network reconfiguration","Data storage equipment; Distributed energy; Distributed power generation; Electric load flow; Energy resources; Integer programming; Islanding; Outages; Power control; Power distribution faults; Power distribution planning; Restoration; Second-order cone programming; Branch variables; Distributed Energy Resources; Faulted branch variable; Intentional islanding; Intentional islanding partition; Mixed integer; Mixed-integer second-order cone programming planning; Networks reconfiguration; Second-order cone programming; Service restoration; Decision trees"
"https://www.scopus.com/pages/publications/105020372649?origin=resultslist","Aggregation; Demand flexibility; Demand response; Machine learning; Public EV charging station","Cheju [Cheju (PRV/ISL)]; South Korea; Charging (batteries); Charging stations; Commerce; Cost benefit analysis; Cost effectiveness; Data aggregation; Decision making; Demand response; Economic analysis; Electric utilities; Learning algorithms; Machine learning; Charging infrastructures; Charging station; Data driven; Demand flexibility; Demand response; Electric vehicle charging; Machine-learning; Public electric vehicle; Public electric vehicle charging station; Transportation sector; alternative energy; economic analysis; electric vehicle; energy flow; energy market; governance approach; machine learning; renewable resource; Learning systems"
"https://www.scopus.com/pages/publications/105036041436?origin=resultslist","analytical target cascading; cornish–fisher expansion; higher-order moments; multi-area optimization; probabilistic coordination; risk metrics; TSO–DSO coordination; wind power uncertainty","Buses; Costs; Electric power transmission; Electric utilities; Gaussian noise (electronic); Higher order statistics; Method of moments; Risk assessment; Risk management; Risk perception; Analytical target cascading; Area optimization; Cornish-Fisher expansion; Distribution systems; Higher order moments; Multi areas; Multi-area optimization; Operator distributions; Power; Probabilistic coordination; Probabilistics; Risk metric; System operator; Transmission system operators; Transmission system operator–distribution system operator coordination; Uncertainty; Wind power uncertainty; Gaussian distribution; Wind power"
"https://www.scopus.com/pages/publications/105023868136?origin=resultslist","constrained Markov decision processes; distribution network; microgrids; multi-agent system; Reinforcement learning","Electric power distribution; Intelligent agents; Markov processes; Microgrids; Multi agent systems; Optimization; Renewable energy; Constrained Markov decision process; Microgrid; Multiagent systems (MASs); Power load; Primal-dual; Private information; Reinforcement learning method; Reinforcement learnings; Renewable energy source; Uncertainty; Reinforcement learning"
"https://www.scopus.com/pages/publications/105041158858?origin=resultslist","Droop; inverter control; microgrid; reinforcement learning; safety; virtual inertia","Adaptive control systems; Decentralized control; Distributed power generation; Electric inverters; Industrial electronics; Large scale systems; Learning algorithms; Microgrids; Model predictive control; Predictive control systems; Adaptive behaviour; Control approach; Decentralized inverters; Droop; Inverter control; Inverter-based; Microgrid; Model free; Reinforcement learnings; Virtual inertia; Accident prevention; Reinforcement learning"
"https://www.scopus.com/pages/publications/105046080716?origin=resultslist","Energy storage; equilibrium problem with equilibrium constraints; market equilibrium; market integration; staircase bidding strategy","Electric energy storage; Power markets; Renewable energy; Bidding strategy; Energy; Equilibrium constraint; Equilibrium effects; Equilibrium problem; Equilibrium problem with equilibrium constraint; Intermittent renewables; Market equilibrium; Market integration; Staircase bidding strategy; Stairs"
"https://www.scopus.com/pages/publications/105039574781?origin=resultslist","bidirectional; Electric Vehicle; Fast charging; LVDC; Medium Voltage; MVAC; solid state transformer","Charging stations; DC transformers; DC-DC converters; Electric inverters; Electric load flow; Fast charging (Batteries); High frequency transformers; Power electronics; Bidirectional; Fast charging; Line frequency; LVDC; Medium voltage; Medium-voltage AC; Solid state transformer; State-transformers; Three phase modules; Electric vehicles"
"https://www.scopus.com/pages/publications/105027047220?origin=resultslist","Charging management; demand response; electric vehicle; genetic algorithm; renewable energy source","Charging stations; Constraint satisfaction problems; Cost reduction; Demand response; Electric vehicles; Fast charging (Batteries); Profitability; Renewable energy; Renewable fuels; Sales; Vehicle-to-grid; Car parks; Charging infrastructures; Charging managements; Costs reduction; DC fast charging; Demand response; Hybrid renewable energies; Public areas; Renewable energy source; User cost; Genetic algorithms"
"https://www.scopus.com/pages/publications/105048789165?origin=resultslist","distribution network protection; fault resistance estimation; gradient boosting machine; high-impedance fault; Monte Carlo simulation; noise robustness; random forest; support vector machine","Benchmarking; Distribution transformers; Electric lines; Electric power distribution; Electric power system protection; Electric transformers; Learning systems; Machine components; Overcurrent protection; Power distribution faults; Random forests; Support vector regression; Surge protection; Transformer protection; Voltage distribution measurement; White noise; Distribution network protection; Fault resistance estimation; Fault resistances; Gradient boosting; Gradient boosting machine; High impedance fault; Monte Carlo's simulation; Noise robustness; Random forests; Resistance estimation; Support vectors machine; Gaussian noise (electronic)"
"https://www.scopus.com/pages/publications/105031158575?origin=resultslist","contingency analysis; deep feedforward neural networks; Deep neural networks; performance index","EHV power transmission; Electric equipment protection; Electric fault currents; Electric lines; Electric network analysis; Electric power transmission networks; Feedforward neural networks; MATLAB; Outages; Risk assessment; Transmissions; Contingency analysis; Extra high voltage; Feed forward; Feed forward neural net works; High voltage transmissions; Neural-networks; Performance indices; Power; System resiliences; Mean square error"
"https://www.scopus.com/pages/publications/105034642547?origin=resultslist","","Data assimilation; Data reduction; Learning systems; Parametric devices; Control data; Data-driven model; Input parameter; Input-output; Optimization control; Parametric systems; Physics data; Physics-based; Quantity of interest; Surrogate modeling; Search engines"
"https://www.scopus.com/pages/publications/105040170293?origin=resultslist","active distribution system; Distribution system state estimation; GM-estimator; leverage point; machine learning; physics-informed learning; robust estimation","Learning systems; Machine learning; Maximum likelihood estimation; Numerical methods; Signal processing; Statistical Physics; Active distribution systems; Distribution system state estimations; Generalized maximum likelihood; Generalized maximum likelihood-estimator; Leverage points; Machine-learning; Maximum likelihood estimator; Physic-informed learning; Robust estimation; Statistical robustness; State estimation"
"https://www.scopus.com/pages/publications/105048601604?origin=resultslist","AI driven BI; AI for Business Intelligence; Artificial Intelligence; Business Intelligence; Data Driven; Power BI","Artificial intelligence; Behavioral research; Competitive intelligence; Data mining; Information use; Natural language processing systems; Predictive analytics; Sales; Supply chains; AI driven BI; AI for business intelligence; Business-intelligence; Data driven; Data driven decision; Decisions makings; Natural languages; Power; Power BI; Decision making"
"https://www.scopus.com/pages/publications/105048501197?origin=resultslist","Aitken acceleration; energy storage siting and sizing; power flow; renewable integration; transmission-distribution coordination; voltage regulation","Acceleration; Electric load flow; Electric power transmission; Electric power transmission networks; Energy storage; Aitken acceleration; Distribution coordination; Energy; Energy storage siting and sizing; Node voltages; Power flows; Renewable integration; Renewables integrations; Siting and sizings; Transmission-distribution coordination; Voltage regulators"
"https://www.scopus.com/pages/publications/105039191187?origin=resultslist","cascading failure probability; complex power grid; computer simulation; green energy system; heterogeneous","Electric power system control; Electric power transmission networks; Energy policy; Failure (mechanical); Failure analysis; Outages; Power grids; Safety engineering; Topology; Cascading failure probability; Cascading failures; Complex power; Complex power grid; Energy systems; Failure Probability; Green energy; Green energy system; Heterogeneous; Power grids; alternative energy; computer simulation; green economy; homogeneity; probability; smart grid; theoretical study; Green computing"
"https://www.scopus.com/pages/publications/105016166668?origin=resultslist","","Electric power system measurement; Reactive power; 'current; Critical review; Current phase; Future research directions; Phase angles; Power; Power system state estimation; State estimation methods; Systems parameters; Voltage current; State estimation"
"https://www.scopus.com/pages/publications/105046611773?origin=resultslist","distributed generation; flexible interconnection; medium-voltage distribution network; mesh topology; multi-objective optimisation; soft open point","Electric load flow; Electric network topology; Feeding; Graph theory; Interconnection networks (circuit switching); Mesh generation; MESH networking; Multiobjective optimization; Network topology; Stochastic models; Stochastic systems; Voltage distribution measurement; Analysis strategies; Capability Analysis; Distribution network topology; Flexible interconnection; Medium-voltage distribution networks; Mesh topologies; Multi-objectives optimization; Operational strategies; Rapid growth; Soft open point; Distributed power generation"
"https://www.scopus.com/pages/publications/105045938049?origin=resultslist","bidirectional wireless power transfer; electric vehicle charging; energy efficiency; intelligent control; modelling; secure communication; vehicle-to-everything","Electric load flow; Electric machine control; Electric power system control; Electric power transmission networks; Electric vehicles; Energy transfer; Frequency domain analysis; Inductive power transmission; Intelligent control; Model predictive control; Power control; Secure communication; Vehicle to vehicle communications; Vehicle-to-grid; Wireless charging; Bidirectional wireless power transfer; Cyber physicals; Cyber security; Electric vehicle charging; Energy; Energy systems; Modeling; Power transfers; Vehicle energy; Wireless power; Energy efficiency"
"https://www.scopus.com/pages/publications/105029519443?origin=resultslist","Average uniform algorithm; convergence analysis; fully fuzzy linear system; fuzzy data modeling; least square error optimization; meta-heuristic algorithms","Decision making; Fuzzy models; Fuzzy systems; Genetic algorithms; Heuristic algorithms; Matrix algebra; Particle swarm optimization (PSO); Uncertainty analysis; Average uniform algorithm; Convergence analysis; Error-optimization; Fully fuzzy linear systems; Fuzzy data; Fuzzy data modeling; Least square error optimization; Least squares errors; Meta-heuristics algorithms; Uniform algorithms; Simulated annealing"
"https://www.scopus.com/pages/publications/105046486763?origin=resultslist","ADMM; Cascade hydropower; Distributed coordination; Wind and photovoltaic power","Economics; ADMM; Cascade hydropowers; Coordination frameworks; Distributed coordination; Hydropower system; Photovoltaic power; Photovoltaics; Photovoltaics generations; Uncertainty; Wind generation; Photovoltaics"
"https://www.scopus.com/pages/publications/105047029034?origin=resultslist","Cardiac arrest; clinical dataset; Logistic Regression; Machine Learning; Support vector machine","Decision support systems; Heart; Learning algorithms; Learning systems; Logistic regression; Optimization; Support vector regression; Vectors; Cardiac arrest; Clinical dataset; Data driven; Logistic regression algorithms; Logistics regressions; Machine-learning; Performance; Support vector machine models; Support vector machines algorithms; Support vectors machine; Forecasting"
"https://www.scopus.com/pages/publications/105031564815?origin=resultslist","adaptive parameter adjustment; diversity enhancement mechanisms; Gained-sharing knowledge improved algorithm; reactive power optimization; simulated annealing local search algorithms; static var generator; wind and solar new energy","Buses; Electric losses; Electric power transmission; Energy policy; Heuristic algorithms; Knowledge management; Reactive power; Value engineering; Wind turbines; Adaptive parameter adjustment; Diversity enhancement mechanism; Enhancement mechanism; Gained-sharing knowledge improved algorithm; Improved * algorithm; Local search algorithm; New energies; Reactive power optimization; Sharing knowledge; Simulated annealing local search algorithm; Static VAR generator; Wind and solar new energy; Simulated annealing"
"https://www.scopus.com/pages/publications/105024312217?origin=resultslist","Ant lion optimizer; Blasting; Ensemble learning; Flyrock distance; Light gradient boosting machine (LightGBM); Multi-verse optimizer","algorithm; blasting; comparative study; computer simulation; ensemble forecasting; explosion; hazard assessment; health and safety; heuristics; lead; learning; numerical model; open pit mine; prediction; zinc"
"https://www.scopus.com/pages/publications/105021859452?origin=resultslist","Deep reinforcement learning; Energy Internet; Energy management; Energy markets; Energy storage systems; Smart grid","Balancing; Constraint handling; Data privacy; Decision making; Deep learning; Deep reinforcement learning; Digital storage; Distributed computer systems; Electric power transmission; Electric power transmission networks; Emission control; Energy conservation; Energy management systems; Internet of Energy; Microgrids; Power markets; Resource allocation; Smart power grids; Centralised; Energy; Energy internet; Energy markets; Energy storage system; Model-based OPC; Reinforcement learnings; Smart grid; Storage systems; Reinforcement learning"
"https://www.scopus.com/pages/publications/105043060497?origin=resultslist","Fault Model; Heat-electricity Integrated Energy Systems; Numerical Simulation","Boilers; Computational efficiency; Convex optimization; Electric fault currents; Electromechanical devices; Gas turbines; Numerical models; Steam turbines; Virtual reality; Dynamics simulation; Fault analysis; Fault model; Fault propagation; Heat-electricity integrated energy system; Integrated energy systems; Leakage fault; Powerdomains; Simulation framework; State models; Numerical methods"
"https://www.scopus.com/pages/publications/105046484466?origin=resultslist","adaptive PID control; DC microgrid; digital regulation; fuzzy logic; intelligent control; power transient suppression; reinforcement learning; voltage recovery","Adaptive control systems; Controllers; Digital control systems; Dynamic loads; Energy resources; Fuzzy systems; Industrial electronics; Intelligent control; MATLAB; Microgrids; Power control; Power quality; Proportional control systems; Recovery; Three term control systems; Transients; Adaptive PID; Adaptive PID control; DC microgrid; Digital regulation; Fuzzy-Logic; Microgrid; Power transient; Power transient suppression; Reinforcement learnings; Transient suppression; Voltage recovery; Fuzzy logic"
